station_id,fecha,lat,lon,PM2.5,PM10,O3,NO2,CO
EST_003,16/01/2023 13:00,17.2203,-89.0557,49.13,90.61,25.79,39.03,0.895
EST_003,16/01/2023 14:00,17.2203,-89.0557,31.95,58.07,38.88,41.06,1.225
EST_003,16/01/2023 15:00,17.2203,-89.0557,40.32,61.45,20.25,45.39,0.954
EST_003,16/01/2023 16:00,17.2203,-89.0557,31.96,40.32,32.91,,1.047
EST_003,16/01/2023 17:00,17.2203,-89.0557,33.88,57.99,4.18,27.77,0.717
EST_003,16/01/2023 18:00,17.2203,-89.0557,34.67,66.89,25.49,21.64,0.695
EST_003,16/01/2023 19:00,17.2203,-89.0557,33.86,58.06,14.24,35.08,0.79
EST_003,16/01/2023 20:00,17.2203,-89.0557,26.04,56.77,29.98,27.69,0.64
EST_003,16/01/2023 21:00,17.2203,-89.0557,28.08,50.18,,22.23,0.642
EST_003,16/01/2023 22:00,17.2203,-89.0557,19.38,45.74,24.65,12.97,0.539
EST_003,16/01/2023 23:00,17.2203,-89.0557,22.92,50.48,30.96,15.62,0.489
EST_003,17/01/2023 00:00,17.2203,-89.0557,26.37,55.88,31.5,23.16,0.432
EST_003,17/01/2023 01:00,17.2203,-89.0557,23.36,32.43,53.55,22.04,0.391
EST_003,17/01/2023 02:00,17.2203,-89.0557,20.06,36.24,39.51,11.34,0.68
EST_003,17/01/2023 03:00,17.2203,-89.0557,22.9,51.01,51.47,25.51,
EST_003,17/01/2023 04:00,17.2203,-89.0557,31.45,,60.77,16.16,0.546
EST_003,17/01/2023 05:00,17.2203,-89.0557,23.33,46.43,75.45,32.7,0.612
EST_003,17/01/2023 06:00,17.2203,-89.0557,26.66,36.88,59.91,29.04,
EST_003,17/01/2023 07:00,17.2203,-89.0557,36.98,81.91,56.89,27.75,0.912
EST_003,17/01/2023 08:00,17.2203,-89.0557,34.19,,60.06,36.95,0.932
EST_003,17/01/2023 09:00,17.2203,-89.0557,31.2,40.2,33.41,35.42,
EST_003,17/01/2023 10:00,17.2203,-89.0557,46.81,81.45,38.01,41.55,1.055
EST_003,17/01/2023 11:00,17.2203,-89.0557,35.56,44.43,41.42,36.13,1.078
EST_003,17/01/2023 12:00,17.2203,-89.0557,40.4,64.05,32.87,36.69,1.341
EST_003,17/01/2023 13:00,17.2203,-89.0557,37.97,88.81,,34.3,1.037
EST_003,17/01/2023 14:00,17.2203,-89.0557,38.58,66.4,38.58,36.24,1.224
EST_003,17/01/2023 15:00,17.2203,-89.0557,34.06,49.88,28.46,42.15,1.157
EST_003,17/01/2023 16:00,17.2203,-89.0557,39.99,72.18,24.08,29.49,1.0
EST_003,17/01/2023 17:00,17.2203,-89.0557,34.56,55.03,13.74,33.31,0.685
EST_003,17/01/2023 18:00,17.2203,-89.0557,36.34,72.33,20.79,23.6,0.803
EST_003,17/01/2023 19:00,17.2203,-89.0557,,39.31,25.83,15.6,0.671
EST_003,17/01/2023 20:00,17.2203,-89.0557,37.09,68.93,20.03,25.04,0.652
EST_003,17/01/2023 21:00,17.2203,-89.0557,14.84,17.53,30.3,24.2,0.482
EST_003,17/01/2023 22:00,17.2203,-89.0557,14.85,47.52,22.04,20.52,0.616
EST_003,17/01/2023 23:00,17.2203,-89.0557,30.55,59.01,35.8,12.79,0.609
EST_003,18/01/2023 00:00,17.2203,-89.0557,23.81,41.7,51.42,21.52,0.617
EST_003,18/01/2023 01:00,17.2203,-89.0557,23.49,39.94,57.5,21.6,0.472
EST_003,18/01/2023 02:00,17.2203,-89.0557,,40.47,63.28,16.63,0.434
EST_003,18/01/2023 03:00,17.2203,-89.0557,27.24,42.94,57.0,15.58,0.623
EST_003,18/01/2023 04:00,17.2203,-89.0557,27.95,44.01,57.64,22.74,0.826
EST_003,18/01/2023 05:00,17.2203,-89.0557,24.04,56.7,54.83,29.19,0.729
EST_003,18/01/2023 06:00,17.2203,-89.0557,35.55,59.58,41.93,30.08,0.845
EST_003,18/01/2023 07:00,17.2203,-89.0557,37.36,50.21,45.87,25.67,0.854
EST_003,18/01/2023 08:00,17.2203,-89.0557,43.61,69.17,,32.68,0.9
EST_003,18/01/2023 09:00,17.2203,-89.0557,,92.68,53.06,38.09,1.078
EST_003,18/01/2023 10:00,17.2203,-89.0557,41.79,73.2,64.12,29.06,1.049
EST_003,18/01/2023 11:00,17.2203,-89.0557,35.0,61.93,58.32,36.04,1.13
EST_003,18/01/2023 12:00,17.2203,-89.0557,50.35,99.98,33.14,42.7,1.151
EST_003,18/01/2023 13:00,17.2203,-89.0557,36.06,58.68,43.01,29.35,1.125
EST_003,18/01/2023 14:00,17.2203,-89.0557,41.84,80.37,25.23,40.71,1.116
EST_003,18/01/2023 15:00,17.2203,-89.0557,37.28,61.76,32.68,41.75,0.927
EST_003,18/01/2023 16:00,17.2203,-89.0557,34.34,66.43,,,0.859
EST_003,18/01/2023 17:00,17.2203,-89.0557,37.91,65.11,33.1,28.36,0.873
EST_003,18/01/2023 18:00,17.2203,-89.0557,32.73,56.98,15.07,33.17,0.798
EST_003,18/01/2023 19:00,17.2203,-89.0557,31.49,63.24,30.82,25.0,0.67
EST_003,18/01/2023 20:00,17.2203,-89.0557,22.43,46.36,3.95,12.23,0.674
EST_003,18/01/2023 21:00,17.2203,-89.0557,23.57,41.11,,21.85,0.679
EST_003,18/01/2023 22:00,17.2203,-89.0557,19.01,30.44,29.75,23.42,0.659
EST_003,18/01/2023 23:00,17.2203,-89.0557,20.87,50.35,34.79,23.97,0.651
EST_003,19/01/2023 00:00,17.2203,-89.0557,20.93,42.39,19.63,15.6,0.369
EST_003,19/01/2023 01:00,17.2203,-89.0557,31.09,52.83,41.29,18.92,0.394
EST_003,19/01/2023 02:00,17.2203,-89.0557,21.57,33.61,63.55,25.96,0.511
EST_003,19/01/2023 03:00,17.2203,-89.0557,13.84,33.1,49.88,,0.596
EST_003,19/01/2023 04:00,17.2203,-89.0557,33.51,61.25,,16.36,0.626
EST_003,19/01/2023 05:00,17.2203,-89.0557,31.2,54.85,59.66,32.12,0.667
EST_003,19/01/2023 06:00,17.2203,-89.0557,30.89,56.52,70.63,26.93,0.77
EST_003,19/01/2023 07:00,17.2203,-89.0557,31.95,60.21,61.23,35.53,0.926
EST_003,19/01/2023 08:00,17.2203,-89.0557,,56.82,48.0,25.02,
EST_003,19/01/2023 09:00,17.2203,-89.0557,48.32,,54.71,33.05,1.246
EST_003,19/01/2023 10:00,17.2203,-89.0557,40.48,82.94,66.01,37.48,1.062
EST_003,19/01/2023 11:00,17.2203,-89.0557,32.53,62.81,50.15,35.29,1.195
EST_003,19/01/2023 12:00,17.2203,-89.0557,43.2,88.77,38.84,30.08,1.042
EST_003,19/01/2023 13:00,17.2203,-89.0557,47.26,85.13,57.38,23.79,1.147
EST_003,19/01/2023 14:00,17.2203,-89.0557,41.01,79.35,41.59,42.54,1.07
EST_003,19/01/2023 15:00,17.2203,-89.0557,34.14,69.49,34.03,34.9,1.098
EST_003,19/01/2023 16:00,17.2203,-89.0557,31.62,,25.85,37.83,0.93
EST_003,19/01/2023 17:00,17.2203,-89.0557,29.58,60.58,27.98,34.71,1.033
EST_003,19/01/2023 18:00,17.2203,-89.0557,39.19,75.6,27.63,30.98,0.651
EST_003,19/01/2023 19:00,17.2203,-89.0557,28.64,67.21,0.0,,0.817
EST_003,19/01/2023 20:00,17.2203,-89.0557,18.2,28.44,26.63,26.45,0.662
EST_003,19/01/2023 21:00,17.2203,-89.0557,26.45,46.36,24.25,29.51,0.486
EST_003,19/01/2023 22:00,17.2203,-89.0557,23.64,40.84,,21.49,0.735
EST_003,19/01/2023 23:00,17.2203,-89.0557,19.7,32.51,32.87,29.78,0.695
EST_003,20/01/2023 00:00,17.2203,-89.0557,16.5,13.8,24.44,12.5,0.293
EST_003,20/01/2023 01:00,17.2203,-89.0557,16.63,40.93,27.13,12.24,0.528
EST_003,20/01/2023 02:00,17.2203,-89.0557,28.39,42.89,62.47,26.01,
EST_003,20/01/2023 03:00,17.2203,-89.0557,25.78,47.77,58.76,18.25,0.632
EST_003,20/01/2023 04:00,17.2203,-89.0557,29.01,40.85,33.19,,0.802
EST_003,20/01/2023 05:00,17.2203,-89.0557,30.26,59.43,53.55,32.62,0.853
EST_003,20/01/2023 06:00,17.2203,-89.0557,33.27,53.59,68.81,35.94,0.827
EST_003,20/01/2023 07:00,17.2203,-89.0557,,48.29,56.52,34.49,1.105
EST_003,20/01/2023 08:00,17.2203,-89.0557,35.6,65.64,69.77,27.39,
EST_003,20/01/2023 09:00,17.2203,-89.0557,44.53,74.55,64.64,25.36,0.977
EST_003,20/01/2023 10:00,17.2203,-89.0557,47.37,80.68,36.43,42.4,1.005
EST_003,20/01/2023 11:00,17.2203,-89.0557,35.19,64.72,43.74,,1.214
EST_003,20/01/2023 12:00,17.2203,-89.0557,40.61,79.49,35.52,43.92,1.021
EST_003,20/01/2023 13:00,17.2203,-89.0557,,75.36,20.93,39.08,1.049
EST_003,20/01/2023 14:00,17.2203,-89.0557,49.72,81.57,15.46,34.55,1.036
EST_003,20/01/2023 15:00,17.2203,-89.0557,47.64,85.94,17.8,35.87,1.048
EST_003,20/01/2023 16:00,17.2203,-89.0557,32.68,63.14,16.27,34.33,0.931
EST_003,20/01/2023 17:00,17.2203,-89.0557,40.63,84.83,23.51,29.06,0.746
EST_003,20/01/2023 18:00,17.2203,-89.0557,31.96,48.96,30.44,35.13,0.916
EST_003,20/01/2023 19:00,17.2203,-89.0557,34.3,59.2,25.82,32.89,0.682
EST_003,20/01/2023 20:00,17.2203,-89.0557,30.62,64.51,30.18,24.78,0.852
EST_003,20/01/2023 21:00,17.2203,-89.0557,18.29,48.7,23.19,19.34,0.618
EST_003,20/01/2023 22:00,17.2203,-89.0557,25.77,38.44,36.03,,0.667
EST_003,20/01/2023 23:00,17.2203,-89.0557,27.05,42.79,33.34,10.16,0.573
EST_003,21/01/2023 00:00,17.2203,-89.0557,21.59,41.91,35.59,22.22,0.632
EST_003,21/01/2023 01:00,17.2203,-89.0557,,32.82,64.15,23.97,0.567
EST_003,21/01/2023 02:00,17.2203,-89.0557,15.18,21.24,26.7,16.93,0.564
EST_003,21/01/2023 03:00,17.2203,-89.0557,28.04,52.44,35.41,27.21,0.697
EST_003,21/01/2023 04:00,17.2203,-89.0557,27.74,62.34,61.15,23.87,0.899
EST_003,21/01/2023 05:00,17.2203,-89.0557,24.51,33.63,56.67,,0.695
EST_003,21/01/2023 06:00,17.2203,-89.0557,30.08,66.13,45.63,32.82,0.879
EST_003,21/01/2023 07:00,17.2203,-89.0557,35.07,58.53,48.77,24.64,0.877
EST_003,21/01/2023 08:00,17.2203,-89.0557,33.92,63.82,48.08,36.35,1.001
EST_003,21/01/2023 09:00,17.2203,-89.0557,,82.57,63.07,,1.016
EST_003,21/01/2023 10:00,17.2203,-89.0557,31.63,59.54,62.12,36.36,0.844
EST_003,21/01/2023 11:00,17.2203,-89.0557,48.13,84.26,61.57,35.95,1.07
EST_003,21/01/2023 12:00,17.2203,-89.0557,41.81,81.0,24.11,33.3,1.2
EST_003,21/01/2023 13:00,17.2203,-89.0557,35.89,63.22,21.15,37.68,1.013
EST_003,21/01/2023 14:00,17.2203,-89.0557,28.1,54.74,15.64,34.53,1.152
EST_003,21/01/2023 15:00,17.2203,-89.0557,43.95,77.48,38.75,38.93,1.03
EST_003,21/01/2023 16:00,17.2203,-89.0557,39.53,78.05,26.85,34.8,0.931
EST_003,21/01/2023 17:00,17.2203,-89.0557,35.39,52.54,21.48,32.33,0.968
EST_003,21/01/2023 18:00,17.2203,-89.0557,36.07,56.81,22.3,29.46,0.868
EST_003,21/01/2023 19:00,17.2203,-89.0557,33.47,48.97,20.11,23.57,0.764
EST_003,21/01/2023 20:00,17.2203,-89.0557,27.73,49.46,,22.49,0.752
EST_003,21/01/2023 21:00,17.2203,-89.0557,23.42,29.91,30.99,23.58,0.608
EST_003,21/01/2023 22:00,17.2203,-89.0557,21.02,32.29,28.14,20.2,0.376
EST_003,21/01/2023 23:00,17.2203,-89.0557,24.21,34.72,22.82,25.83,0.472
EST_003,22/01/2023 00:00,17.2203,-89.0557,28.75,63.59,45.74,20.47,0.32
EST_003,22/01/2023 01:00,17.2203,-89.0557,21.6,30.95,40.92,22.15,0.576
EST_003,22/01/2023 02:00,17.2203,-89.0557,,44.6,52.27,14.06,0.63
EST_003,22/01/2023 03:00,17.2203,-89.0557,26.57,49.82,52.89,27.06,0.682
EST_003,22/01/2023 04:00,17.2203,-89.0557,28.69,65.13,,21.09,0.699
EST_003,22/01/2023 05:00,17.2203,-89.0557,41.22,73.27,61.52,20.72,0.819
EST_003,22/01/2023 06:00,17.2203,-89.0557,40.05,71.78,51.16,36.23,0.642
EST_003,22/01/2023 07:00,17.2203,-89.0557,42.77,87.32,62.54,33.56,0.867
EST_003,22/01/2023 08:00,17.2203,-89.0557,32.81,66.08,60.87,36.89,0.809
EST_003,22/01/2023 09:00,17.2203,-89.0557,49.83,93.1,59.26,35.93,0.976
EST_003,22/01/2023 10:00,17.2203,-89.0557,40.05,67.43,60.36,34.46,1.221
EST_003,22/01/2023 11:00,17.2203,-89.0557,,76.24,39.02,34.33,1.199
EST_003,22/01/2023 12:00,17.2203,-89.0557,31.01,44.94,46.68,39.9,1.166
EST_003,22/01/2023 13:00,17.2203,-89.0557,43.1,72.6,17.58,41.39,1.072
EST_003,22/01/2023 14:00,17.2203,-89.0557,35.06,74.56,28.8,34.59,0.96
EST_003,22/01/2023 15:00,17.2203,-89.0557,40.93,84.09,23.11,44.02,1.031
EST_003,22/01/2023 16:00,17.2203,-89.0557,31.01,59.33,37.16,31.01,1.061
EST_003,22/01/2023 17:00,17.2203,-89.0557,43.4,62.69,19.12,23.1,0.919
EST_003,22/01/2023 18:00,17.2203,-89.0557,34.59,52.59,26.08,19.39,0.641
EST_003,22/01/2023 19:00,17.2203,-89.0557,40.64,67.72,3.06,17.49,0.733
EST_003,22/01/2023 20:00,17.2203,-89.0557,21.72,,19.16,21.93,0.459
EST_003,22/01/2023 21:00,17.2203,-89.0557,32.51,48.52,17.39,21.18,0.668
EST_003,22/01/2023 22:00,17.2203,-89.0557,14.17,23.53,54.76,24.48,0.471
EST_003,22/01/2023 23:00,17.2203,-89.0557,23.23,55.95,28.16,20.13,0.388
EST_003,23/01/2023 00:00,17.2203,-89.0557,18.69,36.85,40.73,24.22,0.582
EST_003,23/01/2023 01:00,17.2203,-89.0557,19.95,37.67,46.44,20.5,0.566
EST_003,23/01/2023 02:00,17.2203,-89.0557,20.61,,34.11,21.14,0.563
EST_003,23/01/2023 03:00,17.2203,-89.0557,20.21,23.27,48.88,19.46,0.807
EST_003,23/01/2023 04:00,17.2203,-89.0557,20.56,27.19,61.37,31.11,0.713
EST_003,23/01/2023 05:00,17.2203,-89.0557,27.06,35.28,60.18,18.27,0.658
EST_003,23/01/2023 06:00,17.2203,-89.0557,32.45,59.01,37.0,29.51,0.852
EST_003,23/01/2023 07:00,17.2203,-89.0557,,75.57,53.65,29.16,0.849
EST_003,23/01/2023 08:00,17.2203,-89.0557,38.35,61.31,67.53,35.91,1.077
EST_003,23/01/2023 09:00,17.2203,-89.0557,44.78,81.79,60.02,33.55,1.04
EST_003,23/01/2023 10:00,17.2203,-89.0557,33.15,71.42,62.18,34.97,1.098
EST_003,23/01/2023 11:00,17.2203,-89.0557,39.38,86.54,35.32,34.39,0.946
EST_003,23/01/2023 12:00,17.2203,-89.0557,45.44,87.96,52.81,42.97,1.106
EST_003,23/01/2023 13:00,17.2203,-89.0557,43.27,76.48,34.38,35.74,1.084
EST_003,23/01/2023 14:00,17.2203,-89.0557,36.25,71.15,,44.78,0.957
EST_003,23/01/2023 15:00,17.2203,-89.0557,43.64,89.37,25.89,35.02,0.99
EST_003,23/01/2023 16:00,17.2203,-89.0557,34.25,45.58,2.2,32.11,0.994
EST_003,23/01/2023 17:00,17.2203,-89.0557,30.61,66.95,29.17,29.34,0.877
EST_003,23/01/2023 18:00,17.2203,-89.0557,34.34,57.46,15.56,30.82,0.659
EST_003,23/01/2023 19:00,17.2203,-89.0557,29.35,48.56,16.92,22.99,0.695
EST_003,23/01/2023 20:00,17.2203,-89.0557,24.3,,8.15,24.73,0.603
EST_003,23/01/2023 21:00,17.2203,-89.0557,22.06,42.27,42.08,22.38,0.607
EST_003,23/01/2023 22:00,17.2203,-89.0557,17.91,23.35,24.79,22.7,0.549
EST_003,23/01/2023 23:00,17.2203,-89.0557,20.29,34.24,50.57,22.02,0.469
EST_003,24/01/2023 00:00,17.2203,-89.0557,27.43,53.57,35.69,22.01,0.455
EST_003,24/01/2023 01:00,17.2203,-89.0557,23.5,44.04,35.9,20.75,0.517
EST_003,24/01/2023 02:00,17.2203,-89.0557,28.07,53.57,63.2,28.92,0.636
EST_003,24/01/2023 03:00,17.2203,-89.0557,27.45,46.81,53.41,24.46,0.616
EST_003,24/01/2023 04:00,17.2203,-89.0557,23.88,48.53,56.68,37.03,0.792
EST_003,24/01/2023 05:00,17.2203,-89.0557,21.11,46.45,46.5,26.18,0.836
EST_003,24/01/2023 06:00,17.2203,-89.0557,27.31,57.14,55.42,32.79,0.95
EST_003,24/01/2023 07:00,17.2203,-89.0557,31.18,59.55,63.61,26.44,1.015
EST_003,24/01/2023 08:00,17.2203,-89.0557,33.21,67.29,,39.0,1.106
EST_003,24/01/2023 09:00,17.2203,-89.0557,43.93,86.05,48.75,30.14,0.897
EST_003,24/01/2023 10:00,17.2203,-89.0557,45.47,103.27,45.8,37.21,1.125
EST_003,24/01/2023 11:00,17.2203,-89.0557,52.68,104.57,45.84,34.41,1.212
EST_003,24/01/2023 12:00,17.2203,-89.0557,38.15,,54.8,38.26,1.24
EST_003,24/01/2023 13:00,17.2203,-89.0557,49.62,82.02,31.82,34.55,1.013
EST_003,24/01/2023 14:00,17.2203,-89.0557,48.59,85.37,23.09,30.98,1.126
EST_003,24/01/2023 15:00,17.2203,-89.0557,37.89,,53.32,32.3,1.02
EST_003,24/01/2023 16:00,17.2203,-89.0557,39.35,74.92,18.35,39.71,1.135
EST_003,24/01/2023 17:00,17.2203,-89.0557,40.78,67.8,18.77,32.41,0.739
EST_003,24/01/2023 18:00,17.2203,-89.0557,31.69,,16.42,21.56,0.723
EST_003,24/01/2023 19:00,17.2203,-89.0557,28.72,40.58,17.91,31.41,0.541
EST_003,24/01/2023 20:00,17.2203,-89.0557,23.86,29.88,23.46,19.54,0.664
EST_003,24/01/2023 21:00,17.2203,-89.0557,13.13,22.55,35.07,26.06,
EST_003,24/01/2023 22:00,17.2203,-89.0557,23.69,35.91,34.04,23.84,0.536
EST_003,24/01/2023 23:00,17.2203,-89.0557,18.8,23.77,45.59,23.35,0.52
EST_003,25/01/2023 00:00,17.2203,-89.0557,16.63,24.84,50.44,29.27,0.555
EST_003,25/01/2023 01:00,17.2203,-89.0557,24.46,37.94,47.26,16.13,0.499
EST_003,25/01/2023 02:00,17.2203,-89.0557,16.1,29.06,53.76,24.13,0.577
EST_003,25/01/2023 03:00,17.2203,-89.0557,28.98,47.19,65.23,28.64,0.627
EST_003,25/01/2023 04:00,17.2203,-89.0557,29.44,48.68,46.21,20.78,0.565
EST_003,25/01/2023 05:00,17.2203,-89.0557,27.43,49.34,84.3,22.2,0.713
EST_003,25/01/2023 06:00,17.2203,-89.0557,31.71,65.19,54.87,26.56,0.874
EST_003,25/01/2023 07:00,17.2203,-89.0557,28.67,63.37,55.81,31.69,0.971
EST_003,25/01/2023 08:00,17.2203,-89.0557,40.79,74.6,45.2,24.95,
EST_003,25/01/2023 09:00,17.2203,-89.0557,40.04,73.89,42.32,36.41,1.046
EST_003,25/01/2023 10:00,17.2203,-89.0557,42.01,74.15,59.74,27.89,
EST_003,25/01/2023 11:00,17.2203,-89.0557,44.21,83.43,67.88,42.19,1.165
EST_003,25/01/2023 12:00,17.2203,-89.0557,38.83,73.02,34.33,38.57,1.041
EST_003,25/01/2023 13:00,17.2203,-89.0557,34.11,72.01,38.3,45.29,1.026
EST_003,25/01/2023 14:00,17.2203,-89.0557,45.5,66.79,32.2,38.27,
EST_003,25/01/2023 15:00,17.2203,-89.0557,42.57,74.75,35.86,32.13,0.885
EST_003,25/01/2023 16:00,17.2203,-89.0557,34.38,64.6,44.87,28.01,0.991
EST_003,25/01/2023 17:00,17.2203,-89.0557,36.7,65.84,35.89,31.27,0.983
EST_003,25/01/2023 18:00,17.2203,-89.0557,38.36,61.53,17.61,27.85,0.729
EST_003,25/01/2023 19:00,17.2203,-89.0557,35.17,52.92,25.97,31.86,0.766
EST_003,25/01/2023 20:00,17.2203,-89.0557,24.25,50.1,28.96,19.36,0.587
EST_003,25/01/2023 21:00,17.2203,-89.0557,17.56,25.55,25.66,32.45,0.486
EST_003,25/01/2023 22:00,17.2203,-89.0557,16.83,,,27.45,0.746
EST_003,25/01/2023 23:00,17.2203,-89.0557,,44.41,26.84,19.25,0.41
EST_003,26/01/2023 00:00,17.2203,-89.0557,29.4,56.59,51.48,28.99,0.372
EST_003,26/01/2023 01:00,17.2203,-89.0557,18.79,32.89,57.69,16.36,
EST_003,26/01/2023 02:00,17.2203,-89.0557,20.45,29.49,47.92,22.1,0.567
EST_003,26/01/2023 03:00,17.2203,-89.0557,21.94,38.58,56.75,15.96,0.655
EST_003,26/01/2023 04:00,17.2203,-89.0557,24.44,53.72,69.29,33.23,0.85
EST_003,26/01/2023 05:00,17.2203,-89.0557,29.46,40.11,42.28,17.69,0.645
EST_003,26/01/2023 06:00,17.2203,-89.0557,25.71,33.76,55.54,20.8,0.742
EST_003,26/01/2023 07:00,17.2203,-89.0557,40.12,67.19,79.5,26.9,1.039
EST_003,26/01/2023 08:00,17.2203,-89.0557,36.39,65.29,60.31,38.61,1.044
EST_003,26/01/2023 09:00,17.2203,-89.0557,51.58,88.88,42.85,38.43,1.092
EST_003,26/01/2023 10:00,17.2203,-89.0557,34.91,67.98,51.17,35.54,1.001
EST_003,26/01/2023 11:00,17.2203,-89.0557,49.73,98.23,55.39,40.82,1.202
EST_003,26/01/2023 12:00,17.2203,-89.0557,49.08,90.58,14.53,35.42,1.18
EST_003,26/01/2023 13:00,17.2203,-89.0557,39.73,76.0,36.59,37.84,1.109
EST_003,26/01/2023 14:00,17.2203,-89.0557,38.82,72.05,26.28,43.19,1.001
EST_003,26/01/2023 15:00,17.2203,-89.0557,34.6,62.35,9.44,32.42,1.023
EST_003,26/01/2023 16:00,17.2203,-89.0557,32.59,48.31,23.5,28.17,1.115
EST_003,26/01/2023 17:00,17.2203,-89.0557,34.73,54.28,19.32,32.42,0.768
EST_003,26/01/2023 18:00,17.2203,-89.0557,32.25,47.24,19.76,31.7,0.72
EST_003,26/01/2023 19:00,17.2203,-89.0557,21.55,37.6,17.2,26.48,0.66
EST_003,26/01/2023 20:00,17.2203,-89.0557,38.62,71.37,12.47,29.02,0.609
EST_003,26/01/2023 21:00,17.2203,-89.0557,23.79,31.22,11.31,21.34,0.586
EST_003,26/01/2023 22:00,17.2203,-89.0557,23.83,43.47,23.09,21.71,0.636
EST_003,26/01/2023 23:00,17.2203,-89.0557,19.37,27.86,43.42,22.15,0.556
EST_003,27/01/2023 00:00,17.2203,-89.0557,20.83,28.94,42.33,21.44,
EST_003,27/01/2023 01:00,17.2203,-89.0557,20.72,32.29,44.48,28.34,0.538
EST_003,27/01/2023 02:00,17.2203,-89.0557,23.5,33.33,39.6,22.92,0.603
EST_003,27/01/2023 03:00,17.2203,-89.0557,25.03,49.91,50.4,20.82,0.42
EST_003,27/01/2023 04:00,17.2203,-89.0557,31.2,54.82,64.69,26.64,0.757
EST_003,27/01/2023 05:00,17.2203,-89.0557,30.73,61.83,64.37,30.97,0.64
EST_003,27/01/2023 06:00,17.2203,-89.0557,35.7,60.72,55.23,31.87,0.756
EST_003,27/01/2023 07:00,17.2203,-89.0557,34.73,59.26,33.2,33.66,0.912
EST_003,27/01/2023 08:00,17.2203,-89.0557,38.35,,50.57,24.51,0.942
EST_003,27/01/2023 09:00,17.2203,-89.0557,38.06,55.52,49.32,21.19,1.061
EST_003,27/01/2023 10:00,17.2203,-89.0557,45.87,92.85,40.93,,1.074
EST_003,27/01/2023 11:00,17.2203,-89.0557,43.47,91.49,41.04,37.92,1.061
EST_003,27/01/2023 12:00,17.2203,-89.0557,41.41,80.67,48.17,35.89,1.253
EST_003,27/01/2023 13:00,17.2203,-89.0557,40.93,71.02,34.45,39.2,1.161
EST_003,27/01/2023 14:00,17.2203,-89.0557,40.32,84.0,39.9,44.56,1.09
EST_003,27/01/2023 15:00,17.2203,-89.0557,39.44,68.41,10.77,40.72,1.081
EST_003,27/01/2023 16:00,17.2203,-89.0557,36.93,60.83,19.63,36.81,0.879
EST_003,27/01/2023 17:00,17.2203,-89.0557,32.01,54.52,1.29,25.64,1.095
EST_003,27/01/2023 18:00,17.2203,-89.0557,36.05,60.32,15.73,24.22,0.691
EST_003,27/01/2023 19:00,17.2203,-89.0557,33.78,53.23,10.22,14.0,0.734
EST_003,27/01/2023 20:00,17.2203,-89.0557,36.15,73.95,35.49,27.17,0.621
EST_003,27/01/2023 21:00,17.2203,-89.0557,22.14,33.67,29.95,27.89,0.555
EST_003,27/01/2023 22:00,17.2203,-89.0557,,48.19,40.15,27.02,0.495
EST_003,27/01/2023 23:00,17.2203,-89.0557,13.03,11.91,30.53,23.65,0.433
EST_003,28/01/2023 00:00,17.2203,-89.0557,26.39,47.74,,19.23,0.619
EST_003,28/01/2023 01:00,17.2203,-89.0557,15.3,18.3,34.66,17.45,0.39
EST_003,28/01/2023 02:00,17.2203,-89.0557,18.67,24.15,52.65,16.94,0.639
EST_003,28/01/2023 03:00,17.2203,-89.0557,26.84,47.44,72.24,21.53,0.653
EST_003,28/01/2023 04:00,17.2203,-89.0557,24.15,,61.44,19.11,0.612
EST_003,28/01/2023 05:00,17.2203,-89.0557,25.88,50.1,55.57,34.71,0.776
EST_003,28/01/2023 06:00,17.2203,-89.0557,29.84,57.78,58.11,21.49,0.784
EST_003,28/01/2023 07:00,17.2203,-89.0557,38.5,68.26,59.01,29.09,0.768
EST_003,28/01/2023 08:00,17.2203,-89.0557,32.6,56.0,77.59,22.32,0.841
EST_003,28/01/2023 09:00,17.2203,-89.0557,39.07,,66.48,35.14,1.078
EST_003,28/01/2023 10:00,17.2203,-89.0557,39.04,65.77,52.6,34.92,1.12
EST_003,28/01/2023 11:00,17.2203,-89.0557,46.04,89.54,46.27,33.94,1.114
EST_003,28/01/2023 12:00,17.2203,-89.0557,46.52,93.62,42.99,31.34,1.061
EST_003,28/01/2023 13:00,17.2203,-89.0557,32.77,52.25,39.77,35.74,1.071
EST_003,28/01/2023 14:00,17.2203,-89.0557,46.17,77.55,25.87,32.21,1.027
EST_003,28/01/2023 15:00,17.2203,-89.0557,36.31,60.99,17.42,32.97,0.837
EST_003,28/01/2023 16:00,17.2203,-89.0557,38.47,57.52,33.0,41.79,0.956
EST_003,28/01/2023 17:00,17.2203,-89.0557,30.19,50.59,20.9,30.93,0.93
EST_003,28/01/2023 18:00,17.2203,-89.0557,34.15,71.89,29.49,30.66,0.807
EST_003,28/01/2023 19:00,17.2203,-89.0557,42.47,68.08,37.14,23.61,0.899
EST_003,28/01/2023 20:00,17.2203,-89.0557,27.94,60.9,27.89,20.08,
EST_003,28/01/2023 21:00,17.2203,-89.0557,22.94,37.82,29.44,22.23,0.522
EST_003,28/01/2023 22:00,17.2203,-89.0557,22.49,57.39,62.0,33.59,0.553
EST_003,28/01/2023 23:00,17.2203,-89.0557,15.31,22.1,36.89,18.84,0.535
EST_003,29/01/2023 00:00,17.2203,-89.0557,29.56,52.06,29.09,21.81,0.31
EST_003,29/01/2023 01:00,17.2203,-89.0557,24.23,36.33,42.36,,0.57
